,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,QA10,QA20,QA60,doa,label,id
20170422T110651_20170422T111300_T30UWU,1364.4513193812556,55.05628493435592,1757.7987781099703,1044.6676199142078,1078.3280904718576,1022.8415442610167,830.1769140777334,1240.1639152476278,2397.0670739633442,2872.6100350968422,2764.7157155855975,3149.8898999090097,1107.1176394124525,0.0,0.0,0.0,2017-04-22,PTR,3685593
20170502T110621_20170502T110937_T30UWU,8191.681268685818,280.10386065254136,5293.7054465098145,3845.1095801377883,8349.9751722345,7952.663330300274,8648.628493435592,8916.968672819447,9254.920577148056,9554.826335629794,9432.920967112961,9642.35551800338,5299.639282464579,0.0,0.0,1024.0,2017-05-02,PTR,3685593
20170512T110651_20170512T111302_T30UWU,5997.055894969455,67.53347198752114,5421.079552840246,4470.952684258416,5556.406083452488,5373.265046145847,5797.164565189136,6020.24918757312,6633.090211880932,7066.878720915118,6639.064474197324,7242.500064994151,3251.812816846485,0.0,0.0,1024.0,2017-05-12,PTR,3685593
20170522T110621_20170522T110912_T30UWU,1274.3274405303528,54.19303262706356,2042.2352788249057,1075.3000129988302,967.5755881970623,1000.8119069283766,693.7509424151829,1249.2979331860136,3411.80735733784,4404.073183413494,4247.813076823086,4750.651371376575,1160.1485766281035,0.0,0.0,0.0,2017-05-22,PTR,3685593
20170601T110651_20170601T111225_T30UWU,1205.5770180683742,17.541141297283254,699.9482646561811,358.0581047705707,865.4676979071886,697.3360197582217,438.631353178214,612.2818146366827,1433.833225009749,1837.9023787859098,1647.5927466528017,1919.3980241778245,413.1072403483687,0.0,0.0,0.0,2017-06-01,PTR,3685593
20170611T110621_20170611T111012_T30UWU,6039.602755751983,21.49642532172105,5446.99753022228,4040.8850903418697,5943.158455738983,5567.1411672949425,5769.215910568051,5724.356817886393,6268.462758351748,6757.772390484857,6328.63694267516,6967.417132458078,1782.6318731314184,0.0,0.0,1024.0,2017-06-11,PTR,3685593
20170621T110651_20170621T111222_T30UWU,1199.9810217080467,10.860262576368127,2387.0591446769795,1158.3850253477187,964.7140257376836,966.2939035486808,737.8156765891069,1207.523072923437,2856.9859612634864,3580.61835434811,3505.2668659820624,3988.55063044326,1042.1117899389058,0.0,0.0,0.0,2017-06-21,PTR,3685593
20170701T111051_20170701T111048_T30UWU,8073.035876771092,22.012608865202136,6292.080982711555,4562.846873781361,7900.143247107762,7545.147926686597,8030.439360457562,7922.290783829453,8243.30989210971,8689.360847523723,8026.943715065644,8894.840374366308,2174.218640322372,0.0,0.0,1024.0,2017-07-01,PTR,3685593
20170706T110619_20170706T110942_T30UWU,1250.0894319511244,12.32159105680489,2342.3353698167166,1130.5090341869236,1008.5796178343951,949.4038736513712,735.3578577927985,1083.5026647601717,2433.7378135967774,3155.8600025997657,3038.240088392044,3546.9363057324854,618.1524762771353,0.0,0.0,0.0,2017-07-06,PTR,3685593
20170711T110651_20170711T111223_T30UWU,7506.090081892629,40.40023397894192,5323.297803197716,3809.0583647471726,7408.251657350836,7011.801377875992,7374.324060834526,7315.002989730924,7638.393994540493,8043.912127908489,7561.735473807359,8215.113999740024,2804.2246197842205,0.0,0.0,1024.0,2017-07-11,PTR,3685593
20170716T110649_20170716T111603_T30UWU,6433.64318211361,21.62290393864552,5377.197712205901,3556.665020148186,6319.916157545821,5992.130638242558,6326.428831405175,6137.302612764854,6538.52216300533,7143.520083192514,6573.59027687508,7382.362537371638,1365.5725984661376,0.0,0.0,1024.0,2017-07-16,PTR,3685593
20170721T110621_20170721T110758_T30UWU,8290.47783699467,25.79669829715326,4745.720655141039,2960.1090601845845,8113.579877810998,7663.805797478228,8147.22942935136,8189.581177694009,8395.617444430001,8724.475757181855,8260.48602625764,8860.783959443652,3483.2636162745357,0.0,0.0,1024.0,2017-07-21,PTR,3685593
20170726T110619_20170726T110854_T30UWU,6320.662680358766,121.77408033277005,4325.332250097491,3037.5342519173273,6155.597556219944,5762.448459638634,6024.973872351487,5657.576108150268,6070.587807097361,6728.297023267907,6007.345118939297,6929.132198102171,1262.968152866242,0.0,0.0,1024.0,2017-07-26,PTR,3685593
20170726T110619_20170726T111744_T30UWU,6320.6316131548165,121.94540491355778,4325.279084882361,3037.847263746263,6155.752112309895,5762.422461978423,6024.906538411544,5657.441310282077,6070.8388145066965,6728.269075783181,6007.115559599639,6929.170804627585,1263.4283114519696,0.0,0.0,1024.0,2017-07-26,PTR,3685593
20170731T110651_20170731T111220_T30UWU,1341.7900688937996,30.176004159625645,2201.1747042766156,1007.227349538542,1032.0037696607308,991.8694917457433,707.212660860523,1168.9186273235414,3000.292083712466,3783.5657090861823,3800.548810607046,4132.492655660992,1012.4210321071106,0.0,0.0,0.0,2017-07-31,PTR,3685593
20170805T110649_20170805T111706_T30UWU,1245.188093071624,14.919407253347204,2028.8767710906018,876.4514493695568,949.3279604835565,876.9949304562588,540.8537631613154,982.4803067723906,2856.915637592617,3705.71116599506,3662.5607695307417,4085.3033926946578,1204.8714415702589,0.0,0.0,0.0,2017-08-05,PTR,3685593
20170815T110619_20170815T110935_T30UWU,2874.307422331991,269.33056024957756,2378.428181463669,1812.7816196542315,2563.421812036917,2307.893279604836,2231.9777720005204,2331.464578187963,3155.014038736514,3732.235668789809,3517.1799038086583,3943.141037306643,1106.0051995320425,0.0,0.0,1024.0,2017-08-15,PTR,3685593
20170820T110651_20170820T111220_T30UWU,1866.9646431821143,14.164695177434036,2844.06291433771,1633.4891459768623,1817.281164695178,1731.7266346028855,1524.7562719355258,1891.3279604835568,3485.6173144417007,4342.412322890941,4177.976212140908,4735.793968542834,1039.1071103600677,0.0,0.0,0.0,2017-08-20,PTR,3685593
20170825T110649_20170825T111247_T30UWU,2227.5645391914727,49.72988431041207,2458.2824645781884,1439.704146626804,1982.4816066554013,1774.3605875471208,1634.6457818796316,1762.7645911867933,2652.392044715976,3291.5532302092824,3177.137657610815,3583.5888470037703,723.8159365657091,0.0,0.0,0.0,2017-08-25,PTR,3685593
20170830T110621_20170830T110910_T30UWU,9570.179253867153,273.7603015728585,4373.241778239961,3002.8676719095292,9520.917587417134,8968.874951254387,9454.876511114002,9537.171454569094,9618.023397894192,9856.116989470946,9566.958273755363,9878.013648771615,5371.097101260887,0.0,0.0,1024.0,2017-08-30,PTR,3685593
20170909T110651_20170909T111217_T30UWU,1254.3999740023396,15.981671649551544,1810.0090991810735,811.9976602105812,962.1429871311582,892.0016898479139,595.7916287534122,1061.0792928636426,2529.054595086443,3060.837384635382,3018.3241908228256,3411.8645521903036,949.5738983491486,0.0,0.0,0.0,2017-09-09,PTR,3685593
20170914T110639_20170914T111307_T30UWU,3490.057194852464,41.03288704016638,2837.4073833355005,2112.817106460419,2952.5850773430393,2805.3789158975696,2940.4285714285716,3135.865722085012,3735.2781749642545,4135.3399194072545,3746.8979591836737,4363.426491615755,1696.8688418042373,0.0,0.0,1024.0,2017-09-14,PTR,3685593
20170919T110721_20170919T110917_T30UWU,1395.763681268686,24.358897699207073,2218.9405953464193,992.5893669569739,1095.8704016638505,1051.5663590276877,669.0337969582739,1259.4137527622515,3212.1406473417396,3898.550760431562,3821.827635512804,4305.190432861043,1111.62342389185,0.0,0.0,0.0,2017-09-19,PTR,3685593
20170924T110749_20170924T111106_T30UWU,3471.7765501104896,271.1533861952425,3491.416352528273,2636.8593526582613,3404.305342519174,3130.674769270766,3136.705576498115,3236.914987651112,4017.2585467307954,4518.9841414272705,4306.08891199792,4771.839464448199,1292.916547510724,0.0,0.0,1024.0,2017-09-24,PTR,3685593
20170929T110841_20170929T111602_T30UWU,6144.578577927989,86.77733004029638,5512.618094371508,4004.1279084882367,6098.403873651372,5878.04809567139,6202.073703366697,6376.748732614065,7152.28870401664,7682.613804757572,7231.127128558429,7968.033666969975,2489.7133757961788,0.0,0.0,1024.0,2017-09-29,PTR,3685593
20171004T110859_20171004T110858_T30UWU,1571.8731314181725,28.437150656440927,2526.0495255427013,1637.6338229559342,1294.6925776680098,1269.8749512543873,1071.3661770440663,1507.5668789808915,3211.5220330170296,3874.2666060054603,3823.224879760821,4192.188743013129,1231.5399714025739,0.0,0.0,0.0,2017-10-04,PTR,3685593
20171009T110951_20171009T111500_T30UWU,2795.509554140128,14.10347068763812,2624.539841414273,1990.4502794748478,2444.40985311322,2227.2846743793066,2102.6893279604838,2309.5427011568963,3248.209411152996,3674.7410633043028,3380.36669699727,3888.2867541921223,747.493695567399,0.0,0.0,1024.0,2017-10-09,PTR,3685593
20171019T111051_20171019T111235_T30UWU,4992.398024177824,1393.7947484726376,3466.8961393474583,2974.160925516704,4774.123358897701,4388.733653971142,4490.345248927597,4618.197582217602,5060.001689847914,5332.3898349148585,5108.453009229168,5458.974912257897,2760.688678018979,0.0,0.0,1024.0,2017-10-19,PTR,3685593
20171024T111109_20171024T111311_T30UWU,6801.669959703629,562.0877421032108,4623.840244378006,3172.3344598986087,6711.576758091772,6262.460288574029,6645.9935005849475,6443.567398934099,6691.0935915767595,7113.75926166645,6601.099311062005,7263.163785259327,1945.9248667619913,0.0,0.0,1024.0,2017-10-24,PTR,3685593
20171029T111201_20171029T111156_T30UWU,7903.812946834784,35.75328220460159,4877.6542311192,2953.7019368256856,7804.92343689068,7369.936825685691,7943.448459638635,7914.535551800341,8166.436630703238,8497.305342519174,7895.169374756274,8643.842584167427,2611.0292473677378,0.0,0.0,1024.0,2017-10-29,PTR,3685593
20171103T111209_20171103T111458_T30UWU,4597.744572988431,1132.1975822176003,3052.6314831665145,2788.7372936435722,4029.8583127518536,3804.594826465618,4027.2590666839988,4263.678278954895,4881.989470947615,5217.542961133498,4798.386585207332,5399.460548550631,2989.2098011178996,0.0,0.0,1024.0,2017-11-03,PTR,3685593
20171108T111251_20171108T111250_T30UWU,7598.430261276486,57.38190562849345,4506.794228519433,3451.4519693227608,7594.9561939425475,7203.2842844144025,8012.170414662681,8286.180293773561,8568.762771350579,8834.111659950604,8441.162485376319,8978.49590536852,4437.998050175484,0.0,0.0,1024.0,2017-11-08,PTR,3685593
20171113T111309_20171113T111303_T30UWU,1460.7450929416352,15.736773690367876,1892.3846353828162,890.6828285454309,1125.220590146887,1031.0987911088005,648.8561029507345,1224.3239308462241,3128.835044845964,3791.2452879240877,3780.0778629923307,4228.806447419732,1127.3370596646305,0.0,0.0,0.0,2017-11-13,PTR,3685593
20171118T111341_20171118T111633_T30UWU,4433.776160145588,1029.15923566879,4175.33822955934,3615.250227479528,4241.650981411674,3937.891589756922,4151.022227999481,4365.115949564541,5054.994930456261,5428.197322240998,5119.340569348759,5660.171454569089,2180.7275445209934,0.0,0.0,1024.0,2017-11-18,PTR,3685593
20171123T111349_20171123T111629_T30UWU,7934.442350188484,62.76836084752372,5910.059404653582,3827.210581047706,7995.110230079294,7735.00987911088,8715.975172234497,8896.48550630443,9348.356817886393,9808.196412322894,9344.842584167427,10189.793058624726,4146.352398284155,0.0,0.0,1024.0,2017-11-23,PTR,3685593
20171128T111411_20171128T111412_T30UWU,4663.7350838424545,115.26114649681533,3141.830365267126,1962.3575978161964,4399.6279734823875,4012.7430131288197,4308.757051865334,4639.51709346159,5194.392694657481,5470.179643832054,5224.5489405953485,5642.369686728196,2925.8527232549077,0.0,0.0,1024.0,2017-11-28,PTR,3685593
20171208T111441_20171208T111549_T30UWU,1658.6141947224753,19.0107890289874,1444.916547510724,707.5714285714287,1274.8996490315874,1044.7860392564671,787.3760561549461,1255.7817496425323,2253.6703496685304,2608.7397634212916,2612.6937475627196,2980.933965943065,1029.5243728064477,0.0,0.0,0.0,2017-12-08,PTR,3685593
20171213T111439_20171213T111601_T30UWU,5297.223189912909,714.5144936955675,3025.1389574938257,2176.0522552970233,4891.100480956712,4361.872221500066,4590.281944624984,4598.091121799039,4788.281944624985,5002.796438320552,4646.777979981803,5096.810607045368,2232.8671519563245,0.0,0.0,1024.0,2017-12-13,PTR,3685593
20171218T111451_20171218T111449_T30UWU,2072.7288444040037,341.32627063564286,1862.0673339399457,1063.1480566748994,1700.4622383985447,1481.2438580527755,1243.4027037566623,1731.7749902508776,2909.7722604965556,3344.4767970882626,3257.0025997660227,3692.90354868062,1301.6863382295596,0.0,0.0,2048.0,2017-12-18,PTR,3685593
20171223T111449_20171223T111445_T30UWU,3410.6473417392444,15.752112309892112,2361.325620694138,1424.5139737423633,3082.210061094503,2689.5463408293263,2705.0816326530608,2840.7652411282993,3404.6421422072017,3705.3652671259592,3481.059014688679,3882.368646821786,1007.5111139997401,0.0,0.0,1024.0,2017-12-23,PTR,3685593
20171228T111451_20171228T111528_T30UWU,1606.5536201741847,14.804627583517485,1444.5462108410247,668.756271935526,1212.1749642532172,1005.8008579227869,704.5406213440792,1213.5048745612896,2556.587157155857,3020.1878330950212,2975.984531392175,3397.666839984402,971.6331730144287,0.0,0.0,0.0,2017-12-28,PTR,3685593
