,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,QA10,QA20,QA60,doa,label,id,t
24,24,24,20180303T102021_20180303T102019_T32UPA,0.7073132790697676,0.019428511627906986,0.6119870465116279,0.49737688372093025,0.7064176976744188,0.6339275581395352,0.7014736279069769,0.7295441860465117,0.7476533488372094,0.7659118604651165,0.7579233720930234,0.7768323720930235,0.41932006976744207,0.0,0.0,1024.0,2018-03-03,451,74526670,0.16986301369863013
25,25,25,20180305T101019_20180305T101315_T32UPA,0.32004583720930235,0.09733958139534889,0.23365197674418606,0.18900709302325575,0.2934546976744187,0.2573837209302327,0.2679596744186047,0.29105555813953493,0.3190426511627908,0.3363785813953489,0.3407414651162791,0.3575169534883721,0.23335432558139538,0.0,0.0,1024.0,2018-03-05,451,74526670,0.17534246575342466
26,26,26,20180308T102019_20180308T102241_T32UPA,0.46027958139534886,0.03201600000000002,0.3253821162790698,0.2505679534883721,0.452984558139535,0.39256151162790703,0.40695593023255827,0.4121818604651164,0.41718325581395366,0.42100386046511634,0.43052979069767455,0.42276800000000003,0.2455773023255814,0.0,0.0,1024.0,2018-03-08,451,74526670,0.18356164383561643
27,27,27,20180310T101021_20180310T101020_T32UPA,0.2880957674418605,0.04245688372093024,0.25495160465116296,0.21132848837209303,0.25534802325581407,0.22579716279069778,0.23499020930232564,0.2525428604651163,0.27753441860465117,0.29414769767441856,0.2855804883720931,0.31227055813953514,0.1575265813953489,0.0,0.0,1024.0,2018-03-10,451,74526670,0.18904109589041096
28,28,28,20180313T102021_20180313T102540_T32UPA,0.8808644651162791,0.005098093023255814,0.47961158139534876,0.3177479767441861,0.916587488372093,0.8415946279069767,0.9129558139534888,0.9262613488372096,0.9350696744186049,0.9543929069767441,0.9601510930232561,0.9583462093023258,0.434714534883721,0.0,0.0,1024.0,2018-03-13,451,74526670,0.19726027397260273
29,29,29,20180315T101019_20180315T101038_T32UPA,0.14427967441860473,0.0020763953488372087,0.22460886046511633,0.13869339534883726,0.12067686046511629,0.1075448139534884,0.12482690697674421,0.1553380930232559,0.1865513488372093,0.21069774418604653,0.22451758139534886,0.2507297209302326,0.12902553488372098,0.0,0.0,0.0,2018-03-15,451,74526670,0.20273972602739726
30,30,30,20180318T102019_20180318T102016_T32UPA,0.7008536046511629,0.18764348837209305,0.3225423953488373,0.3188220000000001,0.6799116511627908,0.6216773488372093,0.6728534186046512,0.6932370465116281,0.7109449767441864,0.7253909534883722,0.7152460232558141,0.7350113255813956,0.5150153720930234,0.0,0.0,1024.0,2018-03-18,451,74526670,0.21095890410958903
31,31,31,20180320T101021_20180320T101021_T32UPA,0.46474658139534886,0.014432604651162792,0.36968627906976753,0.2871034651162792,0.44106437209302324,0.3960544651162792,0.43377218604651174,0.4561934651162793,0.475003046511628,0.49272706976744196,0.4845107906976745,0.505317534883721,0.2850246046511629,0.0,0.0,1024.0,2018-03-20,451,74526670,0.21643835616438356
32,32,32,20180323T102021_20180323T102021_T32UPA,0.7511334883720931,0.019252139534883722,0.5239244186046513,0.39266213953488377,0.7303546744186049,0.6701678837209305,0.7219502093023257,0.7374221395348839,0.748466046511628,0.7663186744186049,0.7428929069767441,0.7716749302325584,0.4289462093023255,0.0,0.0,1024.0,2018-03-23,451,74526670,0.22465753424657534
33,33,33,20180325T101019_20180325T101511_T32UPA,0.1532513023255815,0.0019973488372093022,0.2996466279069768,0.20641893023255822,0.13179541860465116,0.12000834883720932,0.13662781395348836,0.16639190697674416,0.19851741860465127,0.2214266511627907,0.23234132558139536,0.2585057906976745,0.12373809302325586,0.0,0.0,0.0,2018-03-25,451,74526670,0.23013698630136986
34,34,34,20180328T102019_20180328T102018_T32UPA,0.8533297674418607,0.039507651162790716,0.3549915348837209,0.25212776744186044,0.8273809534883722,0.7601537906976746,0.8191347209302327,0.8122187441860468,0.8259553720930235,0.8561607441860468,0.8088508837209305,0.8634401860465117,0.3532228372093025,0.0,0.0,1024.0,2018-03-28,451,74526670,0.23835616438356164
35,35,35,20180330T101021_20180330T101620_T32UPA,0.16994165116279072,0.013418023255813953,0.30748741860465123,0.20855988372093026,0.15136481395348836,0.14050883720930232,0.15730762790697675,0.18979848837209304,0.23107018604651172,0.2592864651162791,0.2643657906976745,0.29624990697674425,0.12525400000000006,0.0,0.0,2048.0,2018-03-30,451,74526670,0.24383561643835616
36,36,36,20180402T102021_20180402T102435_T32UPA,0.7441439069767443,0.0053740232558139546,0.6491806744186048,0.5187062325581395,0.7690450000000003,0.7285600465116279,0.7918609767441862,0.8062483255813956,0.8199350232558141,0.8348561162790696,0.8359415116279072,0.8404915348837213,0.4173462093023255,0.0,0.0,1024.0,2018-04-02,451,74526670,0.25205479452054796
37,37,37,20180404T101019_20180404T101021_T32UPA,0.34001013953488374,0.058219465116279075,0.2696812093023256,0.22923648837209304,0.2812760697674419,0.2619096046511629,0.2803163953488373,0.30392886046511625,0.3349289534883721,0.35693093023255823,0.32144730232558144,0.374555046511628,0.22501023255813957,0.0,0.0,1024.0,2018-04-04,451,74526670,0.25753424657534246
38,38,38,20180407T102019_20180407T102020_T32UPA,0.12562109302325583,0.006022302325581396,0.2990691860465117,0.20306109302325587,0.1125928372093024,0.10892658139534883,0.12116727906976747,0.1530368139534884,0.1991416046511629,0.22439786046511642,0.23815774418604657,0.26129225581395366,0.15294381395348836,0.0,0.0,0.0,2018-04-07,451,74526670,0.26575342465753427
39,39,39,20180409T101031_20180409T101343_T32UPA,0.4085766976744186,0.2312826976744186,0.23793541860465123,0.22499874418604646,0.37326376744186057,0.3478149534883722,0.36008418604651166,0.3853657209302328,0.42156662790697697,0.4400854651162791,0.4315342558139535,0.45107044186046524,0.3594879302325582,0.0,0.0,1024.0,2018-04-09,451,74526670,0.27123287671232876
40,40,40,20180412T102021_20180412T102024_T32UPA,0.1525629302325582,0.029168139534883723,0.23598627906976746,0.15466748837209304,0.13954762790697678,0.12693018604651166,0.12531083720930236,0.15258483720930233,0.21178230232558146,0.2391836511627908,0.2421888604651164,0.26675548837209306,0.10825172093023257,0.0,0.0,2048.0,2018-04-12,451,74526670,0.27945205479452057
41,41,41,20180414T101019_20180414T101536_T32UPA,0.15134904651162792,0.001997953488372093,0.32279974418604657,0.19463225581395346,0.1292303023255815,0.12379234883720928,0.12373260465116287,0.16556079069767443,0.2547407209302326,0.2987118139534884,0.3054239767441861,0.3463726744186047,0.12108216279069771,0.0,0.0,0.0,2018-04-14,451,74526670,0.28493150684931506
42,42,42,20180417T102019_20180417T102021_T32UPA,0.26494572093023255,0.02399544186046512,0.3162866744186047,0.23298586046511632,0.27855723255813963,0.2599386976744187,0.25942532558139536,0.27296902325581407,0.31999972093023266,0.3391671627906977,0.36099751162790694,0.3463036976744186,0.17223581395348847,0.0,0.0,586.0613953488373,2018-04-17,451,74526670,0.29315068493150687
43,43,43,20180419T101031_20180419T101457_T32UPA,0.13281427906976748,0.0014297674418604657,0.2701761395348838,0.15623513953488377,0.10947523255813958,0.10496611627906981,0.091810511627907,0.1345462790697675,0.23812565116279072,0.27814241860465116,0.27926223255813953,0.31218779069767455,0.13441779069767443,0.0,0.0,0.0,2018-04-19,451,74526670,0.29863013698630136
44,44,44,20180422T102031_20180422T102115_T32UPA,0.14699851162790703,0.0029298837209302325,0.2652398837209302,0.14602190697674422,0.12235018604651164,0.11320255813953489,0.09588897674418609,0.13391704651162795,0.2592040697674418,0.31063551162790703,0.3059536046511628,0.3491869534883721,0.0940529534883721,0.0,0.0,0.0,2018-04-22,451,74526670,0.30684931506849317
45,45,45,20180424T101029_20180424T101526_T32UPA,0.2319771627906977,0.03894074418604652,0.16043553488372095,0.10936032558139537,0.20242446511627915,0.17938944186046515,0.16227044186046516,0.18413453488372095,0.26098932558139537,0.2926291860465117,0.2887319069767442,0.3062592093023256,0.13413272093023254,0.0,0.0,2048.0,2018-04-24,451,74526670,0.31232876712328766
46,46,46,20180427T102019_20180427T102022_T32UPA,0.1086550697674419,0.0020006511627906976,0.166333023255814,0.08372348837209304,0.08517688372093028,0.07930055813953489,0.05643339534883723,0.09189513953488376,0.21585716279069772,0.26126353488372106,0.25337020930232573,0.28972513953488366,0.10765760465116281,0.0,0.0,2048.0,2018-04-27,451,74526670,0.32054794520547947
47,47,47,20180429T101031_20180429T101258_T32UPA,0.13408762790697676,0.001032581395348838,0.22677274418604654,0.11135976744186049,0.11124039534883723,0.10817441860465117,0.08046344186046513,0.12736553488372096,0.2882579069767442,0.34709341860465115,0.3357237209302327,0.38288432558139535,0.0921684186046512,0.0,0.0,0.0,2018-04-29,451,74526670,0.32602739726027397
48,48,48,20180502T102031_20180502T102434_T32UPA,0.15231879069767446,0.015043441860465117,0.2061081162790699,0.10854804651162794,0.12883020930232564,0.12280300000000002,0.09583772093023256,0.14198483720930233,0.31729332558139534,0.385346534883721,0.37384193023255824,0.42066406976744203,0.12398683720930236,0.0,0.0,2048.0,2018-05-02,451,74526670,0.33424657534246577
49,49,49,20180504T101029_20180504T101023_T32UPA,0.13008083720930233,0.0012517674418604655,0.20456555813953492,0.09547518604651165,0.10112127906976745,0.09727123255813956,0.06515879069767444,0.11323441860465117,0.28717758139534894,0.3606644883720931,0.3506908604651164,0.3981590465116281,0.09913662790697676,0.0,0.0,0.0,2018-05-04,451,74526670,0.33972602739726027
50,50,50,20180507T102019_20180507T102022_T32UPA,0.10708109302325584,0.0013007209302325585,0.1921045813953489,0.08752997674418608,0.08424441860465118,0.08238979069767442,0.05256632558139534,0.09938965116279072,0.2815449069767442,0.3521733720930234,0.3533976744186047,0.38818867441860466,0.15345413953488374,0.0,0.0,0.0,2018-05-07,451,74526670,0.34794520547945207
51,51,51,20180507T102019_20180507T102648_T32UPA,0.10708109302325584,0.0013007209302325585,0.19207488372093023,0.08750344186046514,0.08423239534883724,0.08236020930232558,0.052558023255813956,0.09935737209302328,0.2815355813953489,0.3522310697674419,0.3534708604651163,0.38823123255813974,0.15345760465116282,0.0,0.0,0.0,2018-05-07,451,74526670,0.34794520547945207
52,52,52,20180509T101031_20180509T101621_T32UPA,0.13197269767441855,0.0009636976744186047,0.06805004651162792,0.028698906976744185,0.09640009302325585,0.07504234883720932,0.04622372093023257,0.06438948837209305,0.15120225581395352,0.1853812790697675,0.17574716279069774,0.1941082558139535,0.047465604651162806,0.0,0.0,0.0,2018-05-09,451,74526670,0.35342465753424657
53,53,53,20180512T102031_20180512T102148_T32UPA,0.2101941395348838,0.0014847209302325584,0.2827349069767442,0.16509065116279073,0.21695304651162792,0.19937830232558146,0.17950979069767445,0.21080448837209306,0.3571532558139535,0.42272816279069775,0.4187350000000001,0.45268720930232587,0.12131276744186048,0.0,0.0,0.0,2018-05-12,451,74526670,0.36164383561643837
54,54,54,20180514T101029_20180514T101052_T32UPA,0.12757720930232566,0.00102446511627907,0.20893176744186048,0.09229383720930234,0.09857183720930238,0.09476334883720933,0.05990779069767442,0.11034206976744187,0.3100759069767443,0.39870874418604657,0.3925975813953489,0.44275674418604644,0.1171375581395349,0.0,0.0,0.0,2018-05-14,451,74526670,0.36712328767123287
55,55,55,20180517T102019_20180517T102209_T32UPA,0.6359374651162791,0.23069272093023252,0.2735413488372093,0.265444534883721,0.6122966279069769,0.5675045813953489,0.5930662093023259,0.5989939767441862,0.6259973023255816,0.6508646976744187,0.6315159069767444,0.6596264651162793,0.4269488372093025,0.0,0.0,1024.0,2018-05-17,451,74526670,0.37534246575342467
56,56,56,20180519T101031_20180519T101207_T32UPA,0.23886593023255812,0.027968395348837216,0.23456023255813957,0.149541023255814,0.2018459302325582,0.1859537441860465,0.16634144186046523,0.20741025581395348,0.36657055813953504,0.4338766976744189,0.4236147906976745,0.4679093953488372,0.17288909302325586,0.0,0.0,2048.0,2018-05-19,451,74526670,0.38082191780821917
57,57,57,20180522T102031_20180522T102025_T32UPA,0.12100323255813954,0.0071627674418604645,0.19419055813953492,0.08882686046511627,0.09979130232558144,0.09346627906976747,0.06177660465116282,0.10950313953488373,0.3013184418604652,0.37965423255813957,0.3737809767441861,0.4184141395348838,0.12759958139534885,0.0,0.0,0.0,2018-05-22,451,74526670,0.38904109589041097
58,58,58,20180524T101019_20180524T101022_T32UPA,1.031237604651163,0.03139039534883722,0.4526343720930233,0.3133616976744187,1.0144381860465115,0.9642006279069769,1.0211753488372093,1.0193736744186046,1.0296658372093028,1.0656222325581397,1.0207613488372096,1.0791255116279073,0.46937030232558147,0.0,0.0,1024.0,2018-05-24,451,74526670,0.39452054794520547
59,59,59,20180529T101031_20180529T101225_T32UPA,0.13242674418604652,0.0011115348837209306,0.21108974418604654,0.0898692558139535,0.10169600000000004,0.09665058139534884,0.061554232558139535,0.11147193023255816,0.3068687209302325,0.3889997209302325,0.37177113953488383,0.43391995348837237,0.07327202325581397,0.0,0.0,0.0,2018-05-29,451,74526670,0.40821917808219177
60,60,60,20180601T102021_20180601T102024_T32UPA,0.2207688604651163,0.0015180930232558147,0.18635560465116288,0.1372217674418605,0.17006348837209304,0.15342604651162797,0.13873955813953492,0.16056995348837214,0.2605477906976744,0.31091609302325596,0.2697199302325581,0.33480511627906984,0.06522172093023258,0.0,0.0,0.0,2018-06-01,451,74526670,0.41643835616438357
61,61,61,20180603T101019_20180603T101329_T32UPA,0.5882143255813952,0.012718511627906985,0.5772233720930233,0.4774734186046513,0.5598217441860467,0.5458307906976747,0.5815960232558142,0.6120818837209305,0.6851770697674421,0.7441897209302328,0.6805476511627908,0.7860590000000002,0.3180860697674419,0.0,0.0,1024.0,2018-06-03,451,74526670,0.42191780821917807
62,62,62,20180606T102019_20180606T102512_T32UPA,0.25524746511627916,0.0018615348837209308,0.30760560465116293,0.19055681395348847,0.17428546511627913,0.17269902325581402,0.16118953488372095,0.2038398372093024,0.37018793023255825,0.4546080232558141,0.42038783720930234,0.5061807674418606,0.14559248837209304,0.0,0.0,820.8669767441862,2018-06-06,451,74526670,0.4301369863013699
63,63,63,20180608T101021_20180608T101024_T32UPA,0.35778960465116283,0.016474860465116283,0.3506886046511628,0.27791490697674426,0.3187822325581396,0.30072725581395365,0.3107977674418605,0.3327914186046512,0.4173701162790699,0.465913558139535,0.4287933488372095,0.4901917674418607,0.1515120930232559,0.0,0.0,2048.0,2018-06-08,451,74526670,0.43561643835616437
64,64,64,20180611T102021_20180611T102634_T32UPA,0.977111255813954,0.589913069767442,0.25788200000000006,0.3124179534883721,0.9592263023255816,0.9107586511627908,0.9529642325581398,0.9789456511627909,0.9812126279069772,0.989893046511628,0.9840796744186053,0.9822246279069771,0.9455454651162789,0.0,0.0,1024.0,2018-06-11,451,74526670,0.4438356164383562
65,65,65,20180613T101019_20180613T101424_T32UPA,0.6486568604651165,0.01355918604651163,0.5782577906976746,0.46186409302325593,0.6205132790697677,0.5896433023255815,0.6248308837209303,0.6353324418604652,0.6736131395348839,0.7159092790697678,0.6832253953488372,0.7377465813953492,0.2767762790697676,0.0,0.0,1024.0,2018-06-13,451,74526670,0.44931506849315067
66,66,66,20180616T102019_20180616T102021_T32UPA,0.7007883023255816,0.02874637209302326,0.5436008139534885,0.4437236279069769,0.6770991395348838,0.6457867441860466,0.6886454418604655,0.7057346976744189,0.7437463953488374,0.7775008372093025,0.7319933255813954,0.8029052093023258,0.4534675348837208,0.0,0.0,1024.0,2018-06-16,451,74526670,0.4575342465753425
67,67,67,20180618T101021_20180618T101024_T32UPA,0.12878679069767449,0.0009017209302325585,0.14113725581395356,0.06389420930232562,0.09269167441860468,0.0802104651162791,0.050089209302325584,0.08590041860465117,0.21488858139534897,0.2651047209302326,0.2456368139534884,0.29680400000000007,0.07037467441860466,0.0,0.0,0.0,2018-06-18,451,74526670,0.46301369863013697
68,68,68,20180621T102021_20180621T102316_T32UPA,0.3521137906976745,0.137195,0.20849739534883727,0.1819981860465117,0.31833783720930237,0.2958643023255814,0.2955226046511629,0.3166950000000001,0.37878225581395353,0.41284304651162806,0.3946689302325582,0.4280250232558141,0.2657618139534884,0.0,0.0,1024.0,2018-06-21,451,74526670,0.4712328767123288
69,69,69,20180623T101029_20180623T101139_T32UPA,0.9398552558139535,0.007612906976744189,0.5746334883720932,0.43193846511627926,0.924601558139535,0.8719424651162792,0.9260652093023257,0.9242597674418603,0.9333632325581397,0.9681107906976748,0.9271546511627908,0.9826143023255814,0.3845235116279071,0.0,0.0,1024.0,2018-06-23,451,74526670,0.4767123287671233
70,70,70,20180626T102019_20180626T102626_T32UPA,0.7727972790697677,0.0032378604651162805,0.520979093023256,0.337698,0.7613985348837211,0.7256889534883724,0.7693136976744186,0.7669923720930233,0.7897112558139538,0.82207111627907,0.7857089534883721,0.8363553488372094,0.3193447441860466,0.0,0.0,1024.0,2018-06-26,451,74526670,0.4849315068493151
71,71,71,20180628T101031_20180628T101358_T32UPA,0.3499596511627907,0.03017558139534885,0.22729274418604664,0.16815781395348847,0.3170498139534886,0.2852550465116279,0.27681116279069773,0.2900464186046513,0.35097993023255825,0.3851803953488373,0.3701118139534886,0.40482895348837217,0.14792595348837212,0.0,0.0,1024.0,2018-06-28,451,74526670,0.4904109589041096
72,72,72,20180701T102021_20180701T102404_T32UPA,0.11559665116279073,0.001230558139534884,0.2872475813953489,0.15362630232558144,0.0989643023255814,0.09825730232558141,0.08420583720930237,0.13659874418604656,0.2487987674418605,0.2984927674418605,0.3087703255813954,0.3495141627906977,0.1429133720930233,0.0,0.0,0.0,2018-07-01,451,74526670,0.4986301369863014
73,73,73,20180703T101029_20180703T101023_T32UPA,0.12246011627906986,0.0016686279069767446,0.30084872093023274,0.16667706976744195,0.10110288372093025,0.1011022558139535,0.09056018604651164,0.14382776744186046,0.25212669767441864,0.29967776744186075,0.3143867441860465,0.35362432558139545,0.16229055813953494,0.0,0.0,0.0,2018-07-03,451,74526670,0.5041095890410959
74,74,74,20180706T102019_20180706T102022_T32UPA,0.12805265116279071,0.0013173023255813956,0.23835251162790708,0.11883160465116276,0.1052134651162791,0.09643158139534887,0.09251565116279073,0.12264106976744188,0.1939151860465117,0.2356111860465117,0.2359431162790699,0.2804821395348837,0.06197565116279072,0.0,0.0,0.0,2018-07-06,451,74526670,0.5123287671232877
75,75,75,20180708T101031_20180708T101025_T32UPA,0.19661604651162792,0.0035035116279069772,0.36352469767441853,0.23098809302325582,0.18526946511627912,0.17968132558139535,0.185901,0.2226347674418605,0.3143204418604652,0.35984555813953495,0.36118932558139544,0.4039142790697676,0.12719379069767445,0.0,0.0,0.0,2018-07-08,451,74526670,0.5178082191780822
76,76,76,20180711T102021_20180711T102024_T32UPA,0.834398093023256,0.04311486046511629,0.39868339534883734,0.2958746976744187,0.8410390000000002,0.7833529534883722,0.8262128372093025,0.8378446744186051,0.8422442790697675,0.8564865116279072,0.8456433953488375,0.849063604651163,0.5124679302325582,0.0,0.0,1024.0,2018-07-11,451,74526670,0.5260273972602739
