,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,QA10,QA20,QA60,doa,label,id
20170201T111301_20170201T111255_T30TVT,2510.840711175617,33.186744073536524,1604.7325834542826,1086.628447024673,2441.642718916305,1965.652636671505,1783.4316642477029,1856.7273826802123,2140.583212385099,2239.210570875665,2466.9263425253994,2300.24358974359,948.3633284954041,0.0,0.0,1024.0,2017-02-01,PPH,2913870
20170201T111301_20170201T111255_T30UVU,2510.944242864054,33.186744073536524,1604.7340348330922,1086.7558055152392,2441.74939525883,1965.6503386550557,1783.2500000000007,1856.6280841799708,2140.5229801644896,2239.3917513304305,2466.883526850508,2300.4238026124817,948.0139090469279,0.0,0.0,1024.0,2017-02-01,PPH,2913870
20170204T112241_20170204T112241_T30TVT,2730.761611030479,385.9348089017901,1378.3284954039673,1246.5700290275763,2546.9749637155287,2177.1107885824867,2117.7108127721335,2289.041969037252,2619.3946540880497,2792.5573294629894,2784.7766086115153,2877.5299951620714,1728.186381228834,0.0,0.0,1024.0,2017-02-04,PPH,2913870
20170204T112241_20170204T112241_T30UVU,2729.840711175616,386.03640541848097,1378.2688679245284,1246.5483792936623,2546.8329704886305,2177.0829704886314,2117.7922109337205,2288.9562167392355,2619.3098693759066,2792.4806482825347,2784.8016448959856,2877.45778906628,1728.1800919206582,0.0,0.0,1024.0,2017-02-04,PPH,2913870
20170211T111201_20170211T111640_T30TVT,4975.846395742622,605.1767053701018,3614.24649250121,2934.9932268988878,4492.560474117078,3897.7941461054666,4155.4984276729565,4395.724479922595,4577.488872762457,4701.397798742138,4593.168359941946,4761.134252539913,3635.551040154814,0.0,0.0,1024.0,2017-02-11,PPH,2913870
20170211T111201_20170211T111640_T30UVU,4976.4281567489115,604.8489356555397,3614.415094339623,2935.3662312530237,4492.5859941944855,3897.760038703435,4155.538461538462,4396.118045476538,4577.786405418481,4701.94061441703,4593.359216255443,4761.775520077405,3633.1705370101595,0.0,0.0,1024.0,2017-02-11,PPH,2913870
20170214T112141_20170214T112142_T30TVT,1551.309869375907,11.495041122399613,1437.2288340590221,736.4108611514271,1187.6359458151912,915.4354136429607,723.3777213352681,1045.7057329462991,1795.6020803096283,2139.3347847121436,2126.6981132075475,2448.3259554910505,715.2304063860669,0.0,0.0,0.0,2017-02-14,PPH,2913870
20170214T112141_20170214T112142_T30UVU,1551.0587808417993,11.495041122399613,1437.2299225931295,736.3616352201257,1187.627721335269,915.5284228350265,723.417150459603,1045.666061925496,1795.6768263183362,2139.5822447992264,2126.516690856314,2447.5856313497825,715.5291485244315,0.0,0.0,0.0,2017-02-14,PPH,2913870
20170221T111051_20170221T111235_T30TVT,4912.819908079341,465.71093372036773,3809.3254716981123,2897.166908563135,4685.244678277697,4231.136066763426,4432.084421867442,4608.695452346395,5005.244678277697,5230.624334784714,5066.908684083213,5355.705128205129,2480.9831881954515,0.0,0.0,1024.0,2017-02-21,PPH,2913870
20170221T111051_20170221T111235_T30UVU,4914.056845670053,465.71190130624103,3809.270077406869,2897.177068214805,4685.272496371553,4231.283018867925,4432.195815191099,4608.871915820029,5005.162796323174,5230.692186744074,5066.944726656991,5355.83962264151,2481.1752539912914,0.0,0.0,1024.0,2017-02-21,PPH,2913870
20170224T112111_20170224T112440_T30TVT,1634.7999516207062,222.9132801161103,1138.8137397194005,729.594097726173,1302.1531204644411,1020.1188921141753,840.5821238509917,998.7381470730526,1458.7695936139335,1664.389211417514,1616.7411707789063,1795.4521044992746,728.5844218674409,0.0,0.0,2048.0,2017-02-24,PPH,2913870
20170224T112111_20170224T112440_T30UVU,1635.6044992743107,222.9132801161103,1138.8744557329467,729.5868408321237,1302.1395742622158,1020.0625302370586,840.5656748911465,998.7930575713593,1458.94702467344,1664.5902273826807,1616.8252298016446,1795.5410014513789,728.4843976777939,0.0,0.0,2048.0,2017-02-24,PPH,2913870
20170303T110941_20170303T111724_T30TVT,6526.433841315917,1915.45984518626,2266.197266569909,2426.553942912434,6266.181906144169,5730.891509433964,6078.313739719404,6248.409046927916,6382.443275278183,6518.929970972425,6377.478955007257,6564.944484760525,4656.305152394775,0.0,0.0,1024.0,2017-03-03,PPH,2913870
20170303T110941_20170303T111724_T30UVU,6526.433841315917,1915.3393807450411,2266.197266569909,2426.553942912434,6266.181906144169,5730.852080309629,6078.319908079346,6248.438437348816,6382.456216739239,6519.003144654089,6377.448113207547,6564.975326560234,4656.305152394775,0.0,0.0,1024.0,2017-03-03,PPH,2913870
20170306T112111_20170306T112106_T30TVT,3268.0582970488636,1060.4964925012093,2171.092041606193,1841.2951136913398,3050.8817126269946,2753.787735849057,2716.234760522496,2976.0385824866953,3537.9418238993717,3789.980285437833,3769.7532656023222,3938.2450411223995,2577.939646831157,0.0,0.0,1024.0,2017-03-06,PPH,2913870
20170306T112111_20170306T112106_T30UVU,3267.8734881470727,1060.4811320754714,2171.0621673923565,1841.3355104015477,3050.943396226414,2753.7568940493475,2716.234760522496,2976.0385824866953,3537.940372520561,3789.9055394291245,3769.731978713111,3938.246855345912,2577.8037010159665,0.0,0.0,1024.0,2017-03-06,PPH,2913870
20170313T110831_20170313T111212_T30TVT,1410.0197145621676,62.525157232704416,1714.162070633769,924.5705128205129,1061.0307208514753,905.1207063376875,684.1614658925977,1058.6653362360908,2168.5581761006288,2586.6851717464924,2596.3184567005324,2877.3258345428144,1282.6805757135946,0.0,0.0,0.0,2017-03-13,PPH,2913870
20170313T110831_20170313T111212_T30UVU,1409.8540154813743,62.525157232704416,1714.08526850508,924.4631107885825,1060.946661828737,905.1529995162069,684.176342525399,1058.7196419932268,2168.0741412675375,2586.568335752298,2596.412917271409,2877.2583454281566,1283.9949201741654,0.0,0.0,0.0,2017-03-13,PPH,2913870
20170316T112101_20170316T112658_T30TVT,1238.3916303821966,9.271044992743105,1648.3343009192063,828.3320029027576,955.1497339138851,810.8530478955007,590.7503628447026,963.6984760522498,2043.5568456700537,2491.031567489115,2522.8121673923565,2789.876028059991,1063.4845186260281,0.0,0.0,0.0,2017-03-16,PPH,2913870
20170316T112101_20170316T112658_T30UVU,1238.3916303821966,9.271044992743105,1648.41328011611,828.3252298016448,955.2402031930337,810.8467585873245,590.748427672956,963.7192791485246,2043.7529027576204,2491.2954765360423,2522.6051040154816,2789.231615868409,1062.9342041606192,0.0,0.0,0.0,2017-03-16,PPH,2913870
20170323T110721_20170323T111323_T30TVT,7100.648645379779,1786.6779148524433,3588.866473149493,3629.988026124819,6691.605950653121,6151.610425737784,6623.695089501693,6889.675253991292,7164.130865989357,7372.570512820511,7182.151427189166,7455.881107885828,5299.41618287373,0.0,0.0,1024.0,2017-03-23,PPH,2913870
20170323T110721_20170323T111323_T30UVU,7100.4158200290285,1786.2970488630867,3588.8857039187237,3630.1180454765363,6691.611272375424,6151.548742138365,6623.620948234155,6889.7695936139335,7164.161707789066,7372.631712626994,7182.109458151913,7455.841074020322,5299.452467343977,0.0,0.0,1024.0,2017-03-23,PPH,2913870
20170326T112111_20170326T112108_T30TVT,3573.1631591678756,565.3390179003384,1389.417997097243,1371.030358006773,3290.39175133043,2944.6814223512342,2969.1551765844224,3163.8593372036767,3572.9031204644407,3786.2150459603295,3679.990686985971,3872.0328979196897,2471.0584179970974,0.0,0.0,1024.0,2017-03-26,PPH,2913870
20170326T112111_20170326T112108_T30UVU,3573.092162554427,565.2729801644895,1389.4478713110793,1370.9995162070634,3290.372399612965,2944.69206579584,2969.2231494920184,3163.8134978229314,3572.924770198354,3786.185171746493,3680.0268505079835,3872.036647314949,2471.6629172714083,0.0,0.0,1024.0,2017-03-26,PPH,2913870
20170402T110651_20170402T110647_T30TVT,6753.793904209,126.45899854862124,5968.861998064829,4767.100870827287,6636.335510401547,6392.228955007256,6926.2449201741665,7207.866352201258,7618.206458635705,7894.740203193037,7600.010643444606,8049.802007740687,4467.933357522979,0.0,0.0,1024.0,2017-04-02,PPH,2913870
20170402T110651_20170402T110647_T30UVU,6754.898040638608,126.36272375423324,5969.073778422835,4766.966860183841,6636.585147556845,6392.141388485729,6926.092162554427,7207.9327527818095,7617.746734397679,7893.8466376390925,7599.776245766811,8049.319061441705,4468.143444605709,0.0,0.0,1024.0,2017-04-02,PPH,2913870
20170405T112111_20170405T112111_T30TVT,3022.6690856313508,27.90191098209967,3333.923681664247,2660.992138364779,2807.9443638122884,2634.3155539429126,2674.469521044994,2982.7236332849543,3808.4163038219644,4229.823415578132,4086.956700532172,4473.349661344944,1861.384010643445,0.0,0.0,0.0,2017-04-05,PPH,2913870
20170405T112111_20170405T112111_T30UVU,3024.723270440252,27.90191098209967,3333.4469037252056,2660.4205370101595,2808.0811562651184,2634.4473875181425,2674.9506531204647,2982.5899854862123,3808.020198355104,4229.4934687953555,4087.2513304305753,4473.450169327527,1861.8566763425256,0.0,0.0,0.0,2017-04-05,PPH,2913870
20170412T110621_20170412T111708_T30TVT,1304.9804063860665,11.361514271891634,1766.0632559264639,844.8832849540398,968.0702709240445,885.0436623125307,590.4103773584906,1035.2128688921143,2697.0581761006288,3438.0965166908563,3402.906144170296,3828.230285437833,1069.0818819545236,0.0,0.0,0.0,2017-04-12,PPH,2913870
20170412T110621_20170412T111708_T30UVU,1304.9804063860665,11.361514271891634,1766.1129656507019,845.0120948234156,968.0331398161587,885.0575713594585,590.4811320754717,1035.2346395742622,2696.9443638122893,3438.1344944363814,3403.129414610548,3827.6410256410254,1069.3118045476535,0.0,0.0,0.0,2017-04-12,PPH,2913870
20170415T112111_20170415T112515_T30TVT,8800.50205611998,35.64199322689888,5578.220367682633,3815.2600387034354,8904.217827769715,8557.260401548137,9217.65505563619,9246.15275761974,9381.253144654087,9666.907111756169,9289.034228350267,9756.454160619258,3879.4865747460085,0.0,0.0,1024.0,2017-04-15,PPH,2913870
20170415T112111_20170415T112515_T30UVU,8799.978955007255,35.63667150459603,5578.329221093373,3815.315916787616,8904.269230769232,8557.238751814224,9217.568093855833,9246.165215287858,9381.34083212385,9666.825592646346,9288.917271407838,9756.487784228355,3879.291122399614,0.0,0.0,1024.0,2017-04-15,PPH,2913870
20170422T110651_20170422T111300_T30TVT,1351.2376632801163,64.0470488630866,1756.1359458151915,860.1157474600868,1020.8300677310111,949.5483792936626,636.5495887760039,1135.272617319787,2876.9444847605228,3650.5396710208042,3615.7162554426704,4020.9283986453793,1408.5274552491528,0.0,0.0,0.0,2017-04-22,PPH,2913870
20170422T110651_20170422T111300_T30UVU,1350.8297048863087,64.04801644895984,1756.1920657958394,860.1358248669569,1020.7848330914371,949.5319303338174,636.4519835510403,1135.384252539913,2876.6567489114655,3649.223028543784,3616.7891872278665,4020.6000241896477,1409.3085389453313,0.0,0.0,0.0,2017-04-22,PPH,2913870
20170425T112121_20170425T112115_T30TVT,4602.477745524915,1022.511611030479,2041.262699564586,2054.9038461538466,4363.856071601355,4014.2091194968557,4154.402636671504,4341.032776971457,4686.245403967102,4885.482583454281,4776.5217706821495,4972.1369134010665,3450.1146589259797,0.0,0.0,1024.0,2017-04-25,PPH,2913870
20170425T112121_20170425T112115_T30UVU,4602.283986453796,1022.511611030479,2041.262699564586,2054.883164005806,4363.877358490567,4014.2625786163526,4154.472423802614,4341.0545476536045,4686.26076439284,4885.468190614416,4776.617561683599,4972.166787614903,3449.871915820029,0.0,0.0,1024.0,2017-04-25,PPH,2913870
20170502T110621_20170502T110937_T30TVT,1967.45633768747,19.531325592646347,1130.753023705854,815.7339138848574,1535.7564102564104,1255.37397194001,1048.038945331398,1201.1527576197386,1781.7060957910019,2074.213110788582,1953.6242138364787,2154.6255442670536,775.3195452346397,0.0,0.0,962.9414610546685,2017-05-02,PPH,2913870
20170502T110621_20170502T110937_T30UVU,1965.6528785679732,19.531325592646347,1130.461780358007,815.6239719400097,1535.8495403967102,1255.5604741170782,1048.1574746008707,1201.2727382680212,1782.3388969521047,2074.859700048379,1953.5422109337208,2154.8967102080305,774.352564102564,0.0,0.0,962.9414610546685,2017-05-02,PPH,2913870
20170505T112121_20170505T112514_T30TVT,6086.144775036284,802.2062167392359,2292.741291727141,2285.273947750362,5759.297895500728,5465.7572568940495,5704.222302854379,5922.280478955007,6350.371673923561,6611.219521044993,6343.919327527819,6706.474238026124,4285.045597484277,0.0,0.0,1024.0,2017-05-05,PPH,2913870
20170505T112121_20170505T112514_T30UVU,6086.024310595065,802.0857522980167,2292.719641993227,2285.248427672955,5759.25544267054,5465.69557329463,5704.219400096759,5922.308417997097,6350.367924528302,6611.174165457184,6343.931906144171,6706.624092888243,4285.045597484277,0.0,0.0,1024.0,2017-05-05,PPH,2913870
20170512T110651_20170512T111302_T30TVT,7314.402031930336,179.3813497822932,5247.853410740203,3602.969400096758,7182.728592162554,6759.996976294146,7229.527939042091,7264.095549104983,7580.359216255443,7899.080309627479,7515.041122399614,8033.166303821965,3356.382317368167,0.0,0.0,1024.0,2017-05-12,PPH,2913870
20170512T110651_20170512T111302_T30UVU,7314.927672955977,179.3813497822932,5247.847121432026,3603.0480164489595,7182.678882438316,6760.006652152881,7229.412554426706,7264.066158684082,7580.396710208031,7899.059022738267,7514.963110788583,8033.17839864538,3356.367198838898,0.0,0.0,1024.0,2017-05-12,PPH,2913870
20170515T112121_20170515T112116_T30TVT,5554.603047895501,1300.679366231253,1928.9871794871797,2050.447508466376,5372.947629414611,4997.3479680696655,5142.858974358973,5252.96940009676,5560.480527334302,5800.303942912435,5618.41497339139,5874.29100145138,3753.3979196903724,0.0,0.0,1024.0,2017-05-15,PPH,2913870
20170515T112121_20170515T112116_T30UVU,5554.469400096759,1300.771770682148,1928.9871794871797,2050.447508466376,5372.915940977262,4997.3479680696655,5142.870585389453,5252.925133043059,5560.449685534592,5800.303942912435,5618.373609095307,5874.320875665217,3753.4990324141268,0.0,0.0,1024.0,2017-05-15,PPH,2913870
20170522T110621_20170522T110912_T30TVT,1293.8910256410254,73.95803096274793,1747.5717223028546,832.9400096758584,971.5688195452345,922.0972423802614,596.0703918722788,1078.0283018867926,3183.5881712626997,4140.758466376392,3989.115142718916,4559.29075955491,1017.8432510885341,0.0,0.0,0.0,2017-05-22,PPH,2913870
20170522T110621_20170522T110912_T30UVU,1293.8910256410254,73.95803096274793,1747.4622641509436,833.1774310595064,971.6024431543299,922.1562651185293,596.1661828737303,1077.8911465892597,3183.629293662312,4140.0786163522025,3990.125665215288,4558.316884373488,1017.3763909046927,0.0,0.0,0.0,2017-05-22,PPH,2913870
20170525T112121_20170525T112434_T30TVT,1071.9859700048382,10.131833575229807,1547.20198355104,664.0066521528787,801.7490324141269,742.2318577648767,428.60740203193046,897.1100628930819,2986.923439767779,3982.6364296081274,3943.03144654088,4407.747822931786,1168.029148524432,0.0,0.0,0.0,2017-05-25,PPH,2913870
20170525T112121_20170525T112434_T30UVU,1071.5140299951622,10.131833575229807,1547.013425253991,664.0189888727626,801.8000725689407,742.2024673439768,428.61852926947284,897.1880745041124,2986.7243589743593,3982.5735365263668,3943.4409772617323,4407.695936139332,1168.0388243831642,0.0,0.0,0.0,2017-05-25,PPH,2913870
20170601T110651_20170601T111225_T30TVT,1228.0632559264634,17.347121432027095,1789.9037252056123,791.390541848089,905.9156990807932,848.291727140784,521.4008224479924,1007.0353168843733,3169.6601354620225,4145.337445573294,4036.7096032897925,4600.437227866474,1131.842888243832,0.0,0.0,0.0,2017-06-01,PPH,2913870
20170601T110651_20170601T111225_T30UVU,1228.1377600387032,17.347121432027095,1789.8800193517175,791.3303096274794,905.9869375907109,848.1583212385102,521.3525641025642,1006.9852443154329,3170.3014029995156,4145.202346395742,4037.4112239961305,4599.595428156748,1131.7450411224,0.0,0.0,0.0,2017-06-01,PPH,2913870
20170604T112121_20170604T112115_T30TVT,2474.019956458635,380.21770682148036,2106.635220125787,1524.5521286889216,2252.548500241897,2065.0913159167876,1953.6142960812774,2235.8998548621184,3377.2694726656987,3984.9265844218676,3828.5085873246258,4296.928640541849,1483.4431543299468,0.0,0.0,2048.0,2017-06-04,PPH,2913870
20170604T112121_20170604T112115_T30UVU,2474.2294388001937,380.21770682148036,2106.531567489116,1524.6860183841318,2252.5162070633774,2065.04511369134,1953.6526366715048,2235.900943396226,3377.33151910982,3984.9401306240934,3828.557450411224,4297.199806482826,1483.4129172714079,0.0,0.0,2048.0,2017-06-04,PPH,2913870
20170611T110621_20170611T111012_T30TVT,1258.7247218190614,9.22677793904209,1780.5452346395746,784.1988388969522,937.5873246250607,888.6831156265116,573.6193759071117,1056.2284712143203,3127.470246734399,4051.1354620222546,3898.127963231737,4523.76306240929,893.370464441219,0.0,0.0,0.0,2017-06-11,PPH,2913870
20170611T110621_20170611T111012_T30UVU,1258.2708030962747,9.22677793904209,1780.6681180454766,783.8329704886308,937.5324141267538,888.7053701015963,573.4903241412675,1055.913038219642,3127.925616835995,4050.801644895985,3898.3642960812776,4523.703434929852,893.4574262215771,0.0,0.0,0.0,2017-06-11,PPH,2913870
20170614T112111_20170614T112422_T30TVT,1147.5563618771168,8.727866473149493,1575.1011127237546,680.3641751330433,887.1511852926945,815.6428398645384,547.5293904208999,957.9368650217708,2688.399250120948,3555.6324383164015,3455.305515239477,4010.223875181421,758.0029027576197,0.0,0.0,0.0,2017-06-14,PPH,2913870
20170614T112111_20170614T112422_T30UVU,1147.6477987421388,8.727866473149493,1575.127479438801,680.2408079342044,887.1511852926945,815.6232462506049,547.6282051282051,958.0206821480408,2688.4599661344946,3555.6783986453784,3454.956095791002,4010.3971940009674,758.2143202709238,0.0,0.0,0.0,2017-06-14,PPH,2913870
20170621T110651_20170621T111222_T30TVT,4661.032293178519,19.64296081277214,5143.004233188197,4089.9271891630383,4573.645984518626,4408.342888243831,4674.861756168362,4732.507135945816,5365.307571359458,5825.199322689889,5544.2793904209,6090.102564102563,1665.8330914368646,0.0,0.0,1024.0,2017-06-21,PPH,2913870
20170621T110651_20170621T111222_T30UVU,4660.931543299468,19.64296081277214,5143.3462747943895,4090.0895016932755,4573.576197387518,4408.466981132075,4675.029511369135,4732.717343976778,5365.442428640542,5825.572327044024,5544.2648766328,6090.080551523947,1666.0904692791482,0.0,0.0,1024.0,2017-06-21,PPH,2913870
20170624T112111_20170624T112112_T30TVT,1227.8357522980164,10.046806966618286,1110.8145863570392,477.457184325109,916.0441461054669,752.7161344944365,510.57607643928395,785.6597726173198,1875.7123850991775,2383.4086840832124,2533.4573052733435,2657.7907595549113,586.8809869375907,0.0,0.0,0.0,2017-06-24,PPH,2913870
20170624T112111_20170624T112112_T30UVU,1227.018384131592,10.046806966618286,1110.7208514755687,477.55442670537013,916.0133043057572,752.6764634736334,510.544267053701,785.6567489114657,1875.4247701983554,2383.2464925012086,2532.9911707789065,2658.246976294147,585.5626511852927,0.0,0.0,0.0,2017-06-24,PPH,2913870
20170629T112119_20170629T112330_T30TVT,1364.5647073052735,9.241049830672473,936.4694000967585,474.8434929850026,1121.3356313497825,907.2960812772134,680.5360425737788,841.0095549104983,1674.9629898403487,2144.430091920658,2069.4104983067245,2351.710691823899,458.8485728108369,0.0,0.0,0.0,2017-06-29,PPH,2913870
20170629T112119_20170629T112330_T30UVU,1365.0163280116114,9.241049830672473,936.5820029027575,474.8951378809871,1121.2377842283506,907.1498548621191,680.7935413642964,840.8993710691826,1675.2785437832608,2144.0666424770197,2069.382075471698,2351.8385341074027,458.3101112723753,0.0,0.0,0.0,2017-06-29,PPH,2913870
20170701T111051_20170701T111746_T30TVT,1762.660619254959,11.406144170295116,1468.607885824867,862.8243831640058,1335.3513546202225,1124.179124334785,918.0261248185776,1125.146468311563,2120.1677552007736,2580.9138848572807,2486.582002902758,2821.5890179003395,714.0079825834546,0.0,0.0,0.0,2017-07-01,PPH,2913870
20170701T111051_20170701T111746_T30UVU,1762.4426705370104,11.406144170295116,1468.4898403483307,862.8353894533138,1335.3272859216252,1124.179124334785,918.085389453314,1125.1469521044996,2120.2630624092885,2581.015602322206,2486.5327769714563,2821.607764876633,713.9117077890666,0.0,0.0,0.0,2017-07-01,PPH,2913870
20170704T112111_20170704T112431_T30TVT,1230.8040638606683,137.39090469279157,1363.251088534108,701.5942186744072,1003.1378809869377,872.5102805999032,678.0378567972906,944.5644654088051,2057.357039187227,2623.852322206096,2533.4963715529752,2935.6774310595065,703.130503144654,0.0,0.0,2048.0,2017-07-04,PPH,2913870
20170704T112111_20170704T112431_T30UVU,1230.708272859217,137.48669569424294,1363.2799951620711,701.5099177552006,1003.1422351233673,872.4718190614418,677.9800435413641,944.5957910014514,2057.244799225931,2623.7710449927445,2533.345670053217,2935.5257619738754,703.130503144654,0.0,0.0,2048.0,2017-07-04,PPH,2913870
20170706T110619_20170706T110942_T30TVT,1637.427672955975,10.254112239961296,2061.7493952588297,1044.866956942429,1313.7348814707311,1169.0002418964682,979.8111998064832,1261.9804063860665,2648.679487179487,3384.05297532656,3319.2404450895024,3828.208030962749,691.1536042573778,0.0,0.0,0.0,2017-07-06,PPH,2913870
20170706T110619_20170706T110942_T30UVU,1638.0388243831642,10.254112239961296,2061.593855829705,1044.6975084663763,1313.7437106918244,1169.0693033381713,979.8953797774557,1261.9152152878562,2648.724358974359,3384.2264150943397,3319.2954765360423,3828.0510401548145,691.2671746492501,0.0,0.0,0.0,2017-07-06,PPH,2913870
20170709T112119_20170709T112113_T30TVT,5290.107281083697,312.13376874697633,4093.6894049346874,2902.265239477503,4779.737542331882,4658.4366231253025,4949.508587324626,5108.60655539429,5478.655055636189,5775.689283986456,5396.841678761491,5987.349661344943,3490.0141509433965,0.0,0.0,1024.0,2017-07-09,PPH,2913870
20170709T112119_20170709T112113_T30UVU,5289.482825350749,312.13376874697633,4093.626028059991,2902.134857281084,4779.6470730527335,4658.29075955491,4949.416666666667,5108.15312046444,5478.245162070634,5775.637276245768,5396.713594581519,5987.293541364295,3490.058901790034,0.0,0.0,1024.0,2017-07-09,PPH,2913870
20170711T110651_20170711T111223_T30TVT,7505.207305273343,986.1952104499276,3008.6736816642483,2948.703313981616,7172.047290759557,6741.672955974844,7055.117319787133,7025.427793904211,7304.876269956459,7621.488509917756,7189.213957426221,7762.72145621674,4187.471577164975,0.0,0.0,1024.0,2017-07-11,PPH,2913870
20170711T110651_20170711T111223_T30UVU,7505.676100628931,986.2039187227867,3008.698234155782,2948.791969037252,7172.094823415579,6741.615142718917,7055.080672472182,7025.372399612967,7305.013546202226,7621.4741170778925,7189.268867924527,7762.721940009676,4187.379293662315,0.0,0.0,1024.0,2017-07-11,PPH,2913870
20170714T112111_20170714T112114_T30TVT,6073.235002418965,32.45803096274795,5758.453434929849,4705.307934204161,6025.768384131593,5813.681543299468,6246.007861635222,6395.2296806966615,6792.905660377359,7146.639574262217,6871.395742622161,7317.978834059022,3154.1854136429606,0.0,0.0,1024.0,2017-07-14,PPH,2913870
20170714T112111_20170714T112114_T30UVU,6074.119859700049,32.45803096274795,5758.400943396227,4705.230285437832,6025.808780841801,5813.735486211902,6246.076802128691,6394.927672955975,6792.7279874213855,7146.800798258346,6871.331156265122,7317.878084179971,3154.26656990808,0.0,0.0,1024.0,2017-07-14,PPH,2913870
20170716T110649_20170716T111603_T30TVT,2922.2265360425745,14.559264634736337,2962.2447992259304,2384.1611030478957,2727.642356071601,2447.3408321238503,2374.5786163522016,2423.2030720851476,3117.2882196419932,3658.490445089503,3523.9204160619242,3889.621311078858,738.644412191582,0.0,0.0,952.0425737784228,2017-07-16,PPH,2913870
20170716T110649_20170716T111603_T30UVU,2920.633164005805,14.559264634736337,2961.4029995162077,2383.059869375907,2727.6634010643447,2446.843251088534,2374.1326802128688,2422.7791485244315,3117.0226173197866,3657.489235607161,3523.8188195452344,3888.904088050314,737.574625060474,0.0,0.0,952.0425737784228,2017-07-16,PPH,2913870
20170719T112119_20170719T112511_T30TVT,4213.618045476536,105.80031446540882,3122.7960812772135,2437.9273101112735,3631.926342525399,3371.7912433478473,3462.611877116594,3492.365868408321,4011.5305999032416,4504.736574746008,4026.1058297048867,4731.644170295115,1303.632680212869,0.0,0.0,1024.0,2017-07-19,PPH,2913870
20170719T112119_20170719T112511_T30UVU,4215.582244799226,105.80563618771166,3122.45198355104,2437.611756168361,3631.9591194968557,3371.923318819546,3462.697387518143,3492.1418722786634,4011.120827285921,4504.107522980165,4025.9202951136913,4731.159772617321,1303.6070391872277,0.0,0.0,1024.0,2017-07-19,PPH,2913870
